User_ID,Product_ID,Category,Brand,User_Age,User_Gender,User_Location,Device_Type,Session_Duration_Min,Pages_Viewed,Time_of_Day,Previous_Purchases,User_Rating,Product_Price,Discount_Applied,Graph_Similarity_Score,Federated_Cluster_ID,Local_Model_Accuracy,Global_Model_Weight,Personalization_Factor,Purchase_Probability,Recommended
U0058,P0039,Home & Kitchen,BrandD,28,Female,Urban,Mobile,1.54,2,Evening,29,3,91.73,0,0.606,2,0.661,0.551,0.361,0.606,1
U0044,P0015,Books,BrandB,31,Male,Suburban,Desktop,12.88,14,Morning,25,2,346.88,0,0.47,4,0.801,0.728,0.286,0.531,0
U0173,P0119,Home & Kitchen,BrandD,56,Female,Suburban,Mobile,57.58,4,Afternoon,19,3,422.18,0,0.744,6,0.805,0.166,0.528,0.695,1
U0160,P0029,Home & Kitchen,BrandC,64,Male,Urban,Tablet,37.19,17,Afternoon,37,3,243.36,1,0.538,2,0.729,0.945,0.563,0.546,0
U0173,P0157,Clothing,BrandA,36,Male,Urban,Mobile,16.44,13,Night,18,2,268.04,0,0.483,2,0.723,0.513,0.287,0.519,0
U0149,P0075,Sports,BrandC,32,Female,Urban,Mobile,4.95,4,Evening,26,1,154.86,0,0.483,2,0.834,0.945,0.648,0.553,0
U0080,P0116,Sports,BrandC,45,Other,Urban,Mobile,2.66,3,Night,24,5,249.84,0,0.885,3,0.736,0.197,0.751,0.874,1
U0213,P0032,Beauty,BrandA,41,Male,Urban,Mobile,15.44,12,Afternoon,39,4,70.33,0,0.456,5,0.689,0.955,0.436,0.656,1
U0203,P0130,Beauty,BrandC,25,Female,Suburban,Mobile,53.01,8,Afternoon,37,2,478.14,1,0.4,9,0.74,0.198,0.627,0.473,0
U0252,P0175,Clothing,BrandB,60,Female,Rural,Tablet,25.54,2,Evening,22,3,401.18,0,0.405,6,0.883,0.515,0.552,0.648,1
U0229,P0084,Beauty,BrandA,26,Female,Rural,Tablet,43.5,6,Morning,28,2,335.65,0,0.277,9,0.938,0.944,0.276,0.518,0
U0164,P0022,Toys,BrandC,64,Female,Rural,Mobile,55.18,10,Evening,14,5,271.41,0,0.875,10,0.823,0.309,0.757,0.891,1
U0227,P0027,Books,BrandE,50,Male,Suburban,Tablet,25.07,12,Afternoon,2,3,397.12,0,0.232,5,0.874,0.131,0.821,0.665,1
U0147,P0195,Electronics,BrandC,50,Male,Suburban,Mobile,12.29,10,Morning,9,4,249.9,0,0.918,6,0.786,0.814,0.684,0.818,1
U0020,P0081,Toys,BrandB,36,Female,Urban,Mobile,31.51,10,Night,14,4,153.49,1,0.355,10,0.819,0.636,0.392,0.553,0
U0047,P0126,Electronics,BrandD,20,Male,Suburban,Desktop,54.58,3,Afternoon,15,4,84.39,1,0.909,8,0.946,0.563,0.934,0.798,1
U0233,P0184,Electronics,BrandC,27,Other,Urban,Desktop,48.46,10,Night,16,1,325.55,1,0.812,3,0.753,0.131,0.51,0.475,0
U0014,P0092,Clothing,BrandD,57,Male,Urban,Tablet,4.88,9,Morning,18,3,465.07,0,0.624,2,0.623,0.688,0.339,0.597,0
U0143,P0021,Toys,BrandE,64,Male,Suburban,Mobile,41.86,19,Night,10,3,81.04,0,0.703,3,0.935,0.254,0.467,0.701,1
U0001,P0047,Clothing,BrandC,59,Female,Urban,Desktop,34.74,14,Afternoon,47,1,94.11,0,0.393,9,0.878,0.938,0.723,0.559,0
U0054,P0101,Home & Kitchen,BrandA,18,Male,Urban,Mobile,54.54,2,Evening,4,3,219.63,1,0.617,6,0.739,0.717,0.861,0.623,1
U0259,P0187,Electronics,BrandD,46,Female,Rural,Mobile,8.23,5,Night,4,1,404.42,1,0.363,10,0.944,0.736,0.421,0.406,0
U0144,P0084,Books,BrandE,51,Female,Urban,Mobile,32.51,8,Afternoon,13,2,150.49,1,0.462,4,0.721,0.309,0.309,0.418,0
U0012,P0006,Beauty,BrandA,30,Other,Urban,Tablet,52.89,7,Afternoon,49,5,130.69,0,0.788,10,0.73,0.893,0.664,0.836,1
U0224,P0147,Books,BrandA,18,Female,Rural,Desktop,25.19,6,Morning,25,4,311.88,0,0.32,3,0.813,0.584,0.929,0.752,1
U0272,P0185,Beauty,BrandA,51,Female,Suburban,Desktop,29.44,11,Afternoon,7,1,270.13,0,0.855,2,0.696,0.871,0.265,0.523,0
U0156,P0197,Electronics,BrandA,46,Female,Suburban,Mobile,5.16,12,Evening,4,1,34.81,0,0.438,4,0.845,0.344,0.823,0.581,0
U0008,P0131,Electronics,BrandC,64,Other,Urban,Mobile,17.41,18,Evening,6,1,45.34,0,0.579,9,0.653,0.78,0.529,0.512,0
U0122,P0001,Electronics,BrandC,30,Male,Urban,Mobile,20.15,19,Night,15,2,323.29,0,0.948,4,0.638,0.617,0.82,0.701,1
U0164,P0058,Clothing,BrandC,46,Male,Rural,Mobile,56.76,10,Night,13,1,235.24,1,0.713,5,0.787,0.144,0.555,0.471,0
U0090,P0124,Toys,BrandE,56,Male,Suburban,Mobile,17.68,14,Night,36,5,485.63,0,0.681,8,0.794,0.465,0.44,0.783,1
U0136,P0166,Beauty,BrandE,41,Male,Suburban,Desktop,28.19,3,Night,40,5,340.87,0,0.74,2,0.637,0.266,0.727,0.821,1
U0186,P0015,Toys,BrandE,43,Female,Urban,Mobile,40.61,18,Evening,3,4,9.99,0,0.926,3,0.937,0.423,0.911,0.895,1
U0178,P0162,Clothing,BrandB,34,Female,Urban,Mobile,10.57,15,Morning,35,2,243.1,0,0.324,6,0.801,0.445,0.388,0.523,0
U0028,P0189,Clothing,BrandE,24,Female,Rural,Mobile,29.7,6,Night,47,5,210.15,1,0.652,7,0.653,0.527,0.515,0.664,1
U0220,P0163,Sports,BrandC,30,Male,Urban,Mobile,44.57,10,Morning,16,3,57.82,0,0.46,4,0.709,0.64,0.306,0.575,0
U0041,P0064,Books,BrandC,22,Female,Suburban,Mobile,52.14,12,Afternoon,46,3,461.99,0,0.111,1,0.88,0.614,0.265,0.531,0
U0228,P0025,Books,BrandB,43,Male,Urban,Tablet,37.95,7,Afternoon,35,3,403.48,1,0.213,7,0.783,0.135,0.8,0.539,0
U0192,P0024,Home & Kitchen,BrandB,20,Female,Suburban,Desktop,40.47,17,Night,5,1,118.89,0,0.392,9,0.666,0.776,0.281,0.428,0
U0145,P0012,Clothing,BrandE,24,Female,Rural,Desktop,8.45,1,Afternoon,15,1,131.71,0,0.608,1,0.636,0.954,0.814,0.572,0
U0201,P0018,Beauty,BrandD,56,Male,Suburban,Mobile,56.8,18,Morning,28,3,20.85,1,0.893,1,0.751,0.414,0.486,0.606,1
U0212,P0015,Sports,BrandB,18,Male,Urban,Mobile,8.82,15,Morning,35,4,151.88,1,0.812,1,0.718,0.262,0.996,0.745,1
U0220,P0027,Sports,BrandA,34,Male,Suburban,Mobile,46.71,19,Afternoon,37,4,294.39,0,0.598,10,0.83,0.586,0.278,0.681,1
U0240,P0072,Toys,BrandC,60,Female,Suburban,Desktop,16.62,1,Night,36,1,213.32,0,0.166,7,0.924,0.734,0.184,0.415,0
U0046,P0060,Books,BrandA,42,Other,Urban,Desktop,56.08,5,Morning,47,3,484.78,0,0.357,9,0.687,0.711,0.168,0.522,0
U0035,P0174,Clothing,BrandC,20,Female,Rural,Mobile,43.48,15,Morning,47,4,32.76,1,0.43,3,0.899,0.651,0.852,0.676,1
U0253,P0145,Home & Kitchen,BrandC,32,Male,Suburban,Mobile,45.48,3,Evening,9,1,297.76,0,0.66,8,0.922,0.232,0.494,0.575,0
U0082,P0093,Clothing,BrandB,46,Male,Rural,Mobile,13.92,1,Night,40,3,429.86,1,0.158,9,0.916,0.853,0.103,0.415,0
U0256,P0053,Toys,BrandB,60,Female,Suburban,Desktop,27.14,8,Evening,35,2,242.97,1,0.577,3,0.933,0.483,0.887,0.599,0
U0197,P0008,Electronics,BrandA,49,Female,Urban,Tablet,37.45,12,Afternoon,28,3,6.47,1,0.911,3,0.895,0.299,0.889,0.719,1
U0010,P0079,Clothing,BrandC,43,Male,Urban,Mobile,46.43,19,Afternoon,13,3,125.19,0,0.735,1,0.808,0.178,0.826,0.754,1
U0286,P0027,Toys,BrandA,33,Male,Urban,Mobile,7.13,12,Evening,3,5,165.27,0,0.817,2,0.743,0.475,0.323,0.777,1
U0242,P0174,Electronics,BrandD,42,Female,Rural,Mobile,57.78,13,Night,43,5,483.17,0,0.714,7,0.772,0.656,0.435,0.784,1
U0251,P0050,Electronics,BrandA,45,Male,Suburban,Mobile,53.52,1,Morning,41,2,456.33,1,0.286,3,0.905,0.699,0.77,0.512,0
U0005,P0199,Home & Kitchen,BrandE,26,Male,Suburban,Mobile,16.95,19,Afternoon,35,2,474.84,0,0.199,7,0.705,0.966,0.54,0.509,0
U0119,P0131,Beauty,BrandA,18,Male,Urban,Mobile,49.54,6,Night,49,3,413.75,0,0.847,5,0.656,0.238,0.238,0.628,1
U0289,P0093,Books,BrandE,46,Female,Urban,Desktop,31.58,8,Night,44,4,179.07,0,0.726,10,0.649,0.987,0.319,0.679,1
U0065,P0192,Clothing,BrandE,39,Female,Suburban,Desktop,28.25,4,Afternoon,12,2,453.41,0,0.618,8,0.889,0.689,0.975,0.716,1
U0146,P0172,Electronics,BrandE,33,Other,Urban,Mobile,19.55,5,Afternoon,45,3,490.93,0,0.27,5,0.867,0.509,0.236,0.555,0
U0224,P0181,Clothing,BrandD,58,Female,Urban,Desktop,35.28,7,Night,17,1,178.29,0,0.643,3,0.774,0.899,0.753,0.594,0
U0239,P0024,Beauty,BrandA,61,Female,Suburban,Mobile,44.06,4,Morning,32,5,133.98,0,0.128,9,0.696,0.725,0.53,0.671,1
U0177,P0060,Books,BrandA,58,Male,Urban,Mobile,25.25,4,Evening,20,4,275.72,0,0.207,7,0.837,0.414,0.774,0.704,1
U0267,P0122,Beauty,BrandD,24,Female,Urban,Mobile,38.12,15,Afternoon,15,3,97.64,0,0.381,5,0.613,0.896,0.695,0.618,1
U0282,P0131,Books,BrandC,31,Male,Urban,Mobile,42.26,5,Evening,14,1,21.15,1,0.499,7,0.799,0.7,0.495,0.419,0
U0063,P0148,Sports,BrandB,46,Female,Urban,Mobile,42.96,9,Night,4,5,473.19,1,0.209,10,0.739,0.729,0.419,0.573,0
U0217,P0046,Books,BrandA,36,Male,Rural,Mobile,4.07,2,Evening,5,1,463.24,0,0.208,9,0.942,0.907,0.779,0.546,0
U0283,P0015,Home & Kitchen,BrandB,36,Male,Urban,Mobile,51.73,7,Morning,37,3,85.51,0,0.753,5,0.778,0.504,0.391,0.664,1
U0177,P0153,Beauty,BrandD,19,Male,Urban,Tablet,28.04,17,Night,2,2,206.83,1,0.613,7,0.793,0.691,0.809,0.563,0
U0098,P0199,Electronics,BrandC,58,Male,Urban,Mobile,16.48,16,Morning,47,5,416.36,0,0.58,9,0.849,0.77,0.712,0.828,1
U0105,P0017,Sports,BrandC,62,Male,Suburban,Mobile,15.26,17,Night,11,1,332.2,0,0.507,1,0.77,0.509,0.62,0.539,0
U0099,P0126,Home & Kitchen,BrandC,32,Male,Urban,Mobile,29.5,2,Morning,35,2,200.42,0,0.979,4,0.679,0.175,0.432,0.638,1
U0006,P0084,Clothing,BrandD,20,Other,Suburban,Desktop,53.32,11,Night,32,4,373.36,0,0.145,1,0.788,0.794,0.285,0.584,0
U0197,P0009,Beauty,BrandE,28,Male,Urban,Mobile,23.32,2,Morning,35,3,449.04,0,0.263,8,0.93,0.143,0.739,0.666,1
U0133,P0166,Toys,BrandE,63,Female,Urban,Desktop,45.23,1,Night,32,3,463.45,1,0.683,3,0.743,0.746,0.182,0.502,0
U0259,P0176,Toys,BrandB,47,Female,Urban,Mobile,6.71,2,Morning,30,5,192.53,1,0.223,2,0.838,0.92,0.973,0.707,1
U0023,P0188,Electronics,BrandE,57,Other,Rural,Mobile,29.09,9,Night,20,1,90.91,0,0.63,4,0.942,0.412,0.981,0.671,1
U0053,P0063,Books,BrandE,35,Female,Rural,Mobile,59.51,2,Morning,26,4,456.86,0,0.611,3,0.89,0.192,0.217,0.684,1
U0165,P0117,Electronics,BrandC,19,Female,Urban,Mobile,46.46,15,Afternoon,26,5,50.81,0,0.974,5,0.831,0.31,0.194,0.8,1
U0202,P0130,Toys,BrandC,49,Male,Suburban,Mobile,13.42,10,Evening,7,5,362.24,0,0.895,8,0.858,0.606,0.471,0.845,1
U0083,P0088,Clothing,BrandB,25,Male,Rural,Mobile,30.59,15,Night,36,1,74.55,0,0.951,10,0.928,0.948,0.967,0.729,1
U0145,P0072,Sports,BrandA,39,Male,Urban,Mobile,14.78,10,Morning,31,4,197.75,0,0.202,8,0.936,0.561,0.46,0.66,1
U0085,P0139,Sports,BrandB,23,Female,Rural,Mobile,25.16,17,Afternoon,25,1,208.72,1,0.881,7,0.939,0.201,0.427,0.509,0
U0078,P0064,Beauty,BrandB,29,Female,Urban,Mobile,47.02,9,Night,1,3,83.59,0,0.216,8,0.819,0.665,0.733,0.634,1
U0001,P0072,Sports,BrandD,64,Male,Rural,Tablet,46.5,18,Night,11,2,461.73,1,0.67,5,0.735,0.76,0.261,0.453,0
U0051,P0021,Beauty,BrandD,57,Male,Suburban,Mobile,14.46,4,Night,21,3,6.32,0,0.748,10,0.647,0.454,0.427,0.644,1
U0173,P0018,Beauty,BrandB,53,Female,Rural,Desktop,55.41,9,Evening,16,3,447.44,0,0.245,10,0.735,0.749,0.362,0.548,0
U0205,P0064,Beauty,BrandB,32,Male,Suburban,Desktop,35.96,16,Morning,6,5,442.5,0,0.669,6,0.93,0.392,0.641,0.848,1
U0260,P0082,Toys,BrandB,45,Female,Urban,Mobile,23.42,4,Morning,42,3,161.9,0,0.147,8,0.911,0.81,0.246,0.541,0
U0288,P0110,Toys,BrandE,62,Female,Rural,Mobile,30.61,16,Night,3,4,353.62,1,0.364,1,0.783,0.407,0.594,0.588,0
U0034,P0095,Books,BrandD,35,Female,Urban,Mobile,36.7,19,Night,36,3,130.14,0,0.929,6,0.788,0.33,0.872,0.798,1
U0095,P0166,Home & Kitchen,BrandB,19,Female,Urban,Desktop,34.03,1,Night,37,4,380.59,0,0.255,6,0.708,0.891,0.563,0.645,1
U0072,P0032,Beauty,BrandC,30,Female,Suburban,Desktop,29.7,6,Afternoon,31,1,282.75,0,0.159,5,0.759,0.594,0.715,0.487,0
U0039,P0011,Beauty,BrandC,62,Female,Suburban,Desktop,30.79,10,Night,10,5,153.61,0,0.499,4,0.85,0.357,0.168,0.703,1
U0154,P0045,Home & Kitchen,BrandE,32,Female,Rural,Tablet,11.41,16,Evening,0,4,203.12,0,0.866,1,0.741,0.942,0.504,0.762,1
U0250,P0033,Electronics,BrandE,37,Female,Urban,Desktop,48.95,4,Morning,24,3,346.49,0,0.169,10,0.666,0.722,0.185,0.484,0
U0162,P0102,Beauty,BrandA,46,Male,Suburban,Mobile,32.96,13,Evening,41,5,453.52,1,0.42,8,0.789,0.299,0.64,0.67,1
U0118,P0169,Books,BrandA,59,Male,Suburban,Mobile,8.73,16,Night,23,5,69.71,1,0.91,6,0.679,0.653,0.353,0.688,1
U0259,P0136,Sports,BrandA,46,Male,Urban,Desktop,46.2,6,Afternoon,42,4,287.83,0,0.206,3,0.941,0.883,0.359,0.641,1
U0268,P0011,Sports,BrandE,20,Male,Urban,Mobile,56.01,11,Night,16,4,130.6,0,0.38,3,0.737,0.727,0.169,0.597,0
U0054,P0179,Clothing,BrandE,36,Female,Urban,Mobile,56.89,3,Night,7,2,401.68,0,0.801,6,0.918,0.32,0.379,0.64,1
U0236,P0088,Clothing,BrandE,20,Female,Urban,Desktop,22.77,10,Night,44,2,39.77,0,0.589,7,0.679,0.684,0.556,0.585,0
U0222,P0041,Sports,BrandC,31,Male,Rural,Mobile,9.0,1,Night,26,5,346.03,1,0.849,8,0.666,0.657,0.626,0.728,1
U0251,P0145,Sports,BrandE,57,Male,Suburban,Tablet,31.59,11,Night,17,2,91.6,1,0.2,5,0.816,0.839,0.16,0.355,0
U0112,P0076,Toys,BrandC,21,Other,Suburban,Desktop,7.64,12,Morning,26,3,300.21,0,0.928,10,0.873,0.26,0.686,0.777,1
U0255,P0121,Books,BrandA,28,Male,Rural,Mobile,56.11,14,Evening,21,1,418.67,0,0.941,6,0.798,0.73,0.54,0.616,1
U0207,P0046,Home & Kitchen,BrandA,48,Female,Urban,Tablet,11.83,8,Afternoon,15,5,378.76,1,0.24,1,0.68,0.125,0.583,0.601,1
U0229,P0160,Clothing,BrandA,60,Female,Rural,Mobile,15.91,11,Night,1,1,377.71,1,0.13,6,0.613,0.727,0.85,0.379,0
U0066,P0080,Toys,BrandB,49,Female,Urban,Mobile,24.99,4,Afternoon,4,2,261.33,0,0.991,9,0.816,0.964,0.408,0.663,1
U0075,P0054,Toys,BrandB,44,Male,Rural,Mobile,23.61,7,Morning,17,4,445.92,0,0.534,10,0.646,0.257,0.257,0.627,1
U0103,P0086,Home & Kitchen,BrandD,47,Male,Urban,Mobile,47.89,10,Evening,2,5,296.11,0,0.615,4,0.72,0.38,0.597,0.786,1
U0192,P0092,Toys,BrandD,60,Male,Rural,Mobile,27.92,19,Night,26,2,459.17,1,0.654,10,0.837,0.625,0.951,0.608,1
U0252,P0148,Books,BrandD,19,Female,Urban,Mobile,11.08,4,Morning,16,3,275.53,0,0.811,1,0.634,0.759,0.566,0.682,1
U0226,P0161,Sports,BrandB,26,Female,Urban,Mobile,16.77,2,Morning,15,5,255.45,1,0.831,9,0.645,0.41,0.849,0.765,1
U0294,P0168,Beauty,BrandB,45,Male,Suburban,Mobile,31.04,18,Evening,5,5,115.06,0,0.275,4,0.622,0.698,0.781,0.736,1
U0098,P0160,Home & Kitchen,BrandD,48,Female,Urban,Desktop,9.7,14,Night,6,4,274.67,0,0.313,2,0.949,0.909,0.566,0.706,1
U0286,P0097,Sports,BrandD,51,Female,Suburban,Desktop,37.09,16,Evening,49,5,74.59,0,0.889,1,0.735,0.754,0.683,0.861,1
U0249,P0002,Sports,BrandE,32,Male,Urban,Mobile,34.38,11,Evening,13,4,435.5,1,0.838,3,0.917,0.74,0.466,0.684,1
U0166,P0033,Electronics,BrandD,42,Female,Suburban,Mobile,43.17,10,Afternoon,37,2,339.57,0,0.656,7,0.703,0.444,0.578,0.607,1
U0030,P0158,Home & Kitchen,BrandE,53,Female,Urban,Mobile,56.32,17,Afternoon,39,3,496.85,1,0.995,10,0.864,0.92,0.557,0.663,1
U0247,P0161,Toys,BrandC,25,Male,Urban,Mobile,54.82,14,Evening,14,3,50.59,0,0.762,2,0.677,0.35,0.738,0.715,1
U0106,P0077,Beauty,BrandB,26,Male,Urban,Desktop,56.82,4,Afternoon,46,5,124.13,1,0.294,9,0.774,0.285,0.469,0.607,1
U0051,P0116,Home & Kitchen,BrandD,54,Female,Urban,Desktop,15.44,19,Morning,46,5,439.19,1,0.862,2,0.889,0.428,0.19,0.688,1
U0081,P0154,Toys,BrandB,62,Female,Urban,Mobile,8.76,2,Evening,47,2,200.65,0,0.473,5,0.886,0.685,0.81,0.654,1
U0133,P0150,Sports,BrandB,56,Female,Urban,Mobile,18.83,7,Night,32,4,235.82,1,0.133,8,0.878,0.876,0.716,0.585,0
U0285,P0103,Beauty,BrandB,49,Female,Urban,Mobile,53.81,9,Night,42,3,431.02,0,0.389,10,0.888,0.219,0.955,0.726,1
U0138,P0194,Toys,BrandC,34,Female,Urban,Desktop,58.35,19,Morning,26,4,263.3,0,0.787,8,0.674,0.832,0.486,0.729,1
U0184,P0166,Books,BrandA,52,Male,Suburban,Mobile,51.7,16,Night,28,2,100.77,0,0.964,3,0.769,0.832,0.17,0.601,1
U0273,P0103,Toys,BrandD,54,Female,Rural,Tablet,7.49,16,Night,36,3,446.55,1,0.349,2,0.77,0.628,0.209,0.446,0
U0069,P0090,Electronics,BrandA,36,Female,Urban,Desktop,56.9,18,Evening,4,3,20.38,1,0.322,9,0.912,0.785,0.796,0.586,0
U0034,P0174,Sports,BrandA,61,Male,Suburban,Mobile,25.98,11,Morning,28,1,448.22,0,0.607,3,0.704,0.264,0.161,0.454,0
U0262,P0122,Toys,BrandA,46,Female,Suburban,Mobile,1.55,7,Evening,31,2,30.01,1,0.831,8,0.926,0.253,0.917,0.655,1
U0053,P0143,Clothing,BrandB,24,Female,Urban,Tablet,27.1,9,Morning,5,2,334.6,0,0.772,2,0.758,0.877,0.353,0.597,0
U0205,P0106,Clothing,BrandE,45,Male,Suburban,Mobile,3.72,4,Evening,1,1,40.48,1,0.604,3,0.834,0.548,0.909,0.529,0
U0126,P0119,Electronics,BrandB,26,Other,Urban,Mobile,33.09,13,Evening,5,4,354.58,0,0.668,1,0.694,0.321,0.796,0.772,1
U0235,P0172,Books,BrandB,45,Male,Suburban,Mobile,20.97,4,Afternoon,45,1,21.82,0,0.318,6,0.744,0.72,0.884,0.549,0
U0043,P0049,Sports,BrandA,23,Male,Urban,Desktop,28.93,19,Night,42,2,422.02,0,0.489,7,0.848,0.903,0.293,0.546,0
U0240,P0104,Home & Kitchen,BrandB,46,Male,Suburban,Desktop,37.18,2,Morning,3,4,235.64,0,0.33,4,0.779,0.669,0.636,0.689,1
U0111,P0061,Electronics,BrandA,34,Female,Suburban,Desktop,52.26,9,Night,28,3,51.26,0,0.896,1,0.926,0.413,0.184,0.681,1
U0249,P0195,Books,BrandE,33,Female,Urban,Desktop,40.05,12,Afternoon,24,1,354.88,0,0.201,3,0.858,0.535,0.282,0.428,0
U0151,P0123,Home & Kitchen,BrandD,40,Male,Urban,Desktop,26.61,2,Morning,8,4,247.2,0,0.712,9,0.798,0.777,0.379,0.718,1
U0183,P0134,Clothing,BrandA,48,Female,Rural,Tablet,49.35,6,Afternoon,2,4,99.52,1,0.334,5,0.91,0.161,0.767,0.642,1
U0095,P0009,Clothing,BrandE,20,Male,Urban,Mobile,54.43,5,Night,25,4,12.76,0,0.528,6,0.833,0.295,0.122,0.637,1
U0008,P0006,Home & Kitchen,BrandD,38,Female,Suburban,Mobile,8.07,5,Evening,47,1,211.91,1,0.369,4,0.827,0.516,0.913,0.482,0
U0184,P0073,Electronics,BrandC,43,Female,Rural,Desktop,32.38,5,Afternoon,42,3,47.39,0,0.391,1,0.686,0.644,0.164,0.528,0
U0281,P0103,Clothing,BrandA,53,Male,Suburban,Desktop,17.79,4,Afternoon,26,4,51.61,0,0.334,5,0.738,0.405,0.439,0.642,1
U0195,P0160,Sports,BrandA,59,Other,Suburban,Desktop,3.78,9,Evening,35,1,137.33,0,0.778,5,0.839,0.369,0.173,0.518,0
U0195,P0041,Beauty,BrandC,54,Male,Suburban,Mobile,40.44,10,Night,31,2,317.08,1,0.429,5,0.912,0.137,0.792,0.547,0
U0155,P0114,Toys,BrandC,39,Male,Rural,Desktop,51.9,16,Afternoon,0,1,267.31,1,0.754,6,0.71,0.129,0.227,0.398,0
U0093,P0008,Home & Kitchen,BrandA,59,Female,Urban,Desktop,10.61,10,Night,15,1,39.15,0,0.51,2,0.675,0.351,0.896,0.576,0
U0160,P0072,Home & Kitchen,BrandC,29,Other,Urban,Mobile,48.93,10,Evening,47,1,484.37,0,0.593,1,0.808,0.577,0.577,0.556,0
U0061,P0178,Clothing,BrandB,59,Male,Urban,Mobile,51.35,19,Morning,10,4,444.15,0,0.589,2,0.624,0.601,0.954,0.773,1
U0122,P0092,Electronics,BrandD,30,Male,Rural,Mobile,54.95,10,Afternoon,25,1,133.32,0,0.978,10,0.85,0.545,0.361,0.598,0
U0051,P0062,Sports,BrandD,28,Male,Suburban,Mobile,16.65,6,Night,39,2,65.56,1,0.43,6,0.846,0.469,0.509,0.477,0
U0277,P0084,Electronics,BrandD,33,Female,Urban,Mobile,54.33,17,Evening,0,4,471.49,0,0.287,5,0.724,0.327,0.725,0.687,1
U0005,P0062,Books,BrandB,25,Male,Rural,Mobile,19.92,5,Evening,25,2,233.27,0,0.921,5,0.912,0.461,0.849,0.756,1
U0092,P0111,Books,BrandC,57,Female,Urban,Mobile,33.59,6,Afternoon,27,5,159.03,1,0.257,6,0.776,0.225,0.479,0.602,1
U0170,P0127,Beauty,BrandE,57,Other,Urban,Desktop,3.98,15,Morning,8,1,247.73,1,0.851,10,0.826,0.204,0.903,0.576,0
U0022,P0007,Clothing,BrandC,62,Female,Suburban,Desktop,3.59,19,Afternoon,43,4,387.51,0,0.235,7,0.673,0.37,0.206,0.563,0
U0001,P0084,Clothing,BrandA,19,Male,Urban,Desktop,43.5,18,Night,21,4,88.35,0,0.693,9,0.746,0.996,0.738,0.775,1
U0133,P0132,Clothing,BrandD,47,Male,Rural,Mobile,27.22,4,Evening,7,1,384.91,0,0.235,7,0.902,0.394,0.413,0.47,0
U0233,P0134,Beauty,BrandC,47,Male,Urban,Mobile,16.12,8,Morning,48,3,375.98,0,0.931,2,0.675,0.943,0.191,0.639,1
U0012,P0058,Books,BrandE,29,Female,Rural,Desktop,12.23,16,Night,41,3,271.98,0,0.609,6,0.737,0.453,0.448,0.639,1
U0046,P0022,Electronics,BrandA,27,Male,Suburban,Mobile,40.53,19,Afternoon,26,2,433.59,1,0.396,9,0.711,0.495,0.892,0.52,0
U0034,P0154,Beauty,BrandB,61,Male,Urban,Tablet,1.02,3,Evening,38,1,70.41,1,0.226,7,0.653,0.817,0.982,0.432,0
U0078,P0127,Beauty,BrandB,28,Female,Rural,Desktop,48.55,10,Afternoon,18,1,299.76,0,0.434,2,0.701,0.184,0.454,0.478,0
U0218,P0003,Electronics,BrandE,32,Male,Suburban,Mobile,5.68,2,Morning,24,5,227.42,0,0.735,3,0.681,0.264,0.898,0.863,1
U0073,P0127,Clothing,BrandA,33,Female,Urban,Tablet,12.3,4,Morning,37,3,214.03,0,0.446,8,0.923,0.976,0.559,0.666,1
U0282,P0041,Sports,BrandD,34,Male,Urban,Mobile,23.79,6,Morning,20,3,130.02,0,0.321,9,0.859,0.555,0.745,0.665,1
U0249,P0188,Electronics,BrandC,43,Female,Rural,Mobile,29.61,11,Morning,23,1,189.28,0,0.62,4,0.711,0.14,0.141,0.454,0
U0047,P0106,Books,BrandA,19,Other,Urban,Desktop,21.94,14,Morning,23,2,58.53,0,0.476,9,0.867,0.143,0.602,0.609,1
U0121,P0014,Home & Kitchen,BrandB,29,Female,Urban,Mobile,19.92,16,Afternoon,18,1,129.54,0,0.249,2,0.608,0.917,0.163,0.364,0
U0214,P0012,Home & Kitchen,BrandE,43,Other,Urban,Tablet,57.87,19,Morning,49,2,139.62,0,0.239,5,0.784,0.886,0.342,0.493,0
U0239,P0087,Toys,BrandE,40,Male,Urban,Mobile,38.85,2,Morning,46,3,361.73,0,0.737,2,0.688,0.513,0.61,0.687,1
U0056,P0012,Toys,BrandC,35,Female,Suburban,Mobile,2.38,17,Evening,1,5,29.03,0,0.977,1,0.64,0.247,0.826,0.889,1
U0107,P0141,Beauty,BrandE,49,Female,Urban,Mobile,26.38,9,Morning,13,4,327.34,0,0.31,5,0.909,0.847,0.605,0.705,1
U0048,P0025,Home & Kitchen,BrandE,55,Female,Urban,Desktop,52.63,17,Evening,31,3,114.6,0,0.796,2,0.67,0.392,0.943,0.762,1
U0061,P0045,Sports,BrandA,64,Male,Urban,Mobile,18.79,15,Evening,41,2,45.52,0,0.179,7,0.888,0.477,0.829,0.599,0
U0026,P0122,Clothing,BrandD,20,Male,Urban,Mobile,6.58,7,Evening,31,1,153.9,0,0.443,8,0.745,0.714,0.241,0.446,0
U0292,P0147,Books,BrandC,55,Male,Rural,Desktop,45.74,19,Afternoon,27,3,116.11,0,0.556,2,0.605,0.418,0.45,0.602,1
U0257,P0055,Toys,BrandA,20,Male,Urban,Mobile,36.75,3,Afternoon,47,5,278.26,1,0.342,7,0.856,0.666,0.702,0.68,1
